"","y","",""
"1",0.669776603113762,-1.41940767563181,-1.77069762301117
"2",-0.55783154899535,-1.24583592005929,4.08107574224935
"3",1.15596672891771,-0.555567202184312,4.11596091299941
"4",-0.419777001288029,1.07877257595896,0.779806779924981
"5",1.11582274995928,0.52064059258711,-7.83029171592971
"6",0.9371555078904,-0.410386177335162,-17.5485761989624
"7",1.16505368453695,-0.548561312611608,-10.6686989959434
"8",0.233188562460005,0.602033603462154,-3.41083464158031
"9",0.826617360599698,0.39409581330169,7.78405467237144
"10",1.26682157723332,-0.708176526004038,14.8920737510482
"11",0.119740383687377,-0.392989054234504,11.8180132952936
"12",1.10995728537037,0.136099089067391,10.5230040794054
"13",0.254160035019491,-0.740250476554879,-1.75862177786463
"14",-0.740898906997053,-0.87880322400594,6.22555629309874
"15",0.184875169620211,-0.368022605785463,5.66833186520351
"16",0.0449814370077279,1.53556298113232,-8.16105232342613
"17",-1.23230735684972,1.66541808225966,-5.07412908276855
"18",-0.436169119600933,2.14384410977158,-8.73229217414097
"19",0.178554539504032,2.89759010179599,-8.6706367820711
"20",0.805492060528927,-0.0667376480132514,-15.3143106345376
"21",-1.39193281236206,0.317200363969379,-9.39912299794866
"22",0.374106600635406,-0.330224120305102,6.63950201281437
"23",0.542776988143416,-0.0414656007730933,14.8571636264183
"24",0.0384499054829393,1.67251681999697,20.3109316949709
"25",1.67705365077858,-0.0937481024523231,30.0705677964276
"26",0.467465156799024,-1.10926649519107,21.4402609449228
"27",0.0385321295946371,-0.281472999673694,15.2039338029012
"28",0.959228043092463,-0.493984642840035,5.57213619307004
"29",0.732641784483699,-1.63679863855388,-4.41581334363721
"30",-0.744019687581309,-0.779389692031426,1.3160266432903
"31",-1.09019008711817,0.9130452456115,-11.7594641732634
"32",-0.356801317904423,2.01982236240889,-15.7501249931749
"33",0.172891337664909,1.32159826997848,-13.3708011116364
"34",0.816165322195338,1.25563686916436,-5.18394056152998
"35",0.30891674601874,0.569569938924874,-16.5939502074593
"36",0.268277863249477,1.73394061151428,-25.2631425797155
"37",0.0733121700784882,1.53226341100298,-26.9394229768815
"38",0.685054032429045,-0.0757935990710227,-28.0621398413388
"39",0.28732669606559,-0.590601267567453,-12.978091811421
"40",1.08842219265685,-0.162792948325542,-10.4919991367723
"41",0.735635206992835,-1.41201111462858,-6.51815658189845
"42",0.0106043651014899,-1.7749882727195,-2.74271944971013
"43",0.607907023633376,-2.37840420072807,-7.49477560031606
"44",-0.185624444594483,-1.43521747795794,-9.66520534796357
"45",0.505518129766176,-0.982423339148578,-6.17510241642577
"46",0.777348042047418,-2.04258891209474,-10.0429998400344
"47",1.01093091015636,-1.64158170241553,-3.9667391541407
"48",0.173809036433061,-0.921289989238927,11.7666337244496
"49",0.155644373650414,-0.931316182927103,23.7734876705307
"50",0.154630333211179,-1.18116600942081,22.4676498453112
"51",-0.196110528946556,-0.466375649954163,18.3432696783104
"52",1.33751539416698,-1.49036288401664,22.719821250141
"53",0.662478121211904,-2.01389324337015,29.1038022445985
"54",0.0332676860388405,-3.60345157212195,31.9699075217355
"55",-0.547145043118961,-2.10676530551768,28.3825503327464
"56",0.44296414502971,-1.69021628225896,22.9876808201273
"57",0.361437129593674,-2.49997391406934,3.09756188849489
"58",-0.593702989495391,-1.82037239404348,9.58985833443258
"59",-1.26518064677799,-0.231258145547939,5.11215677938745
"60",-2.47337261391211,2.5844369178045,-26.1009679247597
"61",-4.93613575222955,6.4160889112638,-28.2926715192127
"62",1.93515003632355,4.37860005412472,-15.4088463609437
"63",-0.0617584868106039,4.80316318807343,-5.68984430956256
"64",1.25954299506384,3.83454460118938,-6.48512150351787
"65",1.04108255322806,2.1761881017531,-1.30889992087265
"66",1.18588942049081,0.813953100254806,-2.71284268473903
"67",1.78239536415398,-0.791471404481223,-12.5667444847898
"68",-0.796178027080042,-0.0695161592534071,-6.79816615944446
"69",-1.06003918004941,0.687649781332002,-1.42426180715667
"70",-0.88295446811002,1.77227063280052,-6.90337171270491
"71",2.39739423116391,-0.0425127303047037,-13.0526980992216
"72",-0.118227340608334,0.355767788939258,-20.2259453525313
"73",1.37666117892561,-0.938429842418648,-16.1477559330605
"74",-0.937571658240858,-0.711428527651175,-19.0682128665348
"75",-0.368675265356654,0.611987827458305,-21.7221466857295
"76",-0.0566610596039634,1.53627763610195,-20.9254882437847
"77",1.35515836438796,0.629526560554161,-5.3051058357297
"78",0.893437566097341,-0.463098350060807,8.40085481614083
"79",0.969349509754498,-0.619491885267758,7.9607516226187
"80",-0.11576685550132,0.472720717303248,10.9267441321993
"81",0.789864391468924,0.0651354845092102,7.04094478799019
"82",-1.81262868314923,-0.479074403425474,1.62110489106379
"83",0.0925130751135508,0.150542261470982,4.83965149466911
"84",0.464403143195964,0.573049144548189,8.49302723850783
"85",1.52145330374148,-1.46425530611119,13.1141013642597
