"","y","",""
"86",0.156806315387781,-2.51231426443381,20.7604431497491
"87",0.0848635910568504,-2.16380852580156,14.278216145475
"88",-0.151374918413812,-0.950851556717166,9.46373345895447
"89",0.726545264158158,-2.27717126643795,-6.02967346139683
"90",-0.145312462083336,-1.37975145906595,-9.98211517076493
"91",0.183101940451479,-0.562461199423737,-11.0746859546054
"92",0.174867062588652,0.348700870065669,-5.12646291765394
"93",0.77792266847339,0.126468640334718,-0.539201122436879
"94",0.372686430783672,-0.706108821071112,-1.36395458069441
"95",0.81780554988063,-1.4051551364282,-2.31078865489821
"96",0.148897219339228,-0.710539302819167,7.42601399005816
"97",0.0585274056810933,-1.17474300349622,6.33386246031005
"98",0.338630662452099,-0.91076814836594,4.70912553791833
"99",-0.535221546208034,0.24934827822193,5.28263455361357
"100",-0.108010694507864,1.35620772222825,1.08469904739293
"101",0.18532951847166,0.678799771334218,-5.26700268433411
"102",0.360823787727605,0.380295722298592,-5.08263258673579
"103",0.190995678631712,1.11044512308142,-6.97719447653239
"104",-2.75588005316951,3.92371411253347,1.60789196270217
